team,player,time,date,year,id
Sweden,Lena Videkull,66,1995-06-09,1995,14
Sweden,Anneli Andelén,88,1995-06-09,1995,14
Brazil,Roseli de Belo,19,1995-06-09,1995,13
Germany,Birgit Prinz,5,1995-06-09,1995,13
Germany,Maren Meinert,22,1995-06-09,1995,13
Germany,Heidi Mohr,78,1995-06-09,1995,13
Germany,Heidi Mohr,89,1995-06-09,1995,13
Germany,Anouschka Bernhard,90,1995-06-09,1995,13
United States of America,Kristine Lilly,9,1995-06-08,1995,12
United States of America,Tiffeny Milbrett,49,1995-06-08,1995,12
Norway,Tone Haugen,7,1995-06-08,1995,11
Norway,Hege Riise,37,1995-06-08,1995,11
China PR,Zhou Yang,23,1995-06-08,1995,10
China PR,Shi Guihong,54,1995-06-08,1995,10
China PR,Shi Guihong,78,1995-06-08,1995,10
China PR,Liu Ailing,90+3,1995-06-08,1995,10
Australia,Angela Iannotta,25,1995-06-08,1995,10
Australia,Sunni Hughes,89,1995-06-08,1995,10
Nigeria,Rita Nwadike,26,1995-06-08,1995,9
Nigeria,Patience Avre,60,1995-06-08,1995,9
Nigeria,Adaku Okoroafor,77,1995-06-08,1995,9
Canada,Silvana Burtini,12,1995-06-08,1995,9
Canada,Geri Donnelly,20,1995-06-08,1995,9
Canada,Silvana Burtini,55,1995-06-08,1995,9
Sweden,Pia Sundhage,80,1995-06-07,1995,8
Sweden,Malin Andersson,86,1995-06-07,1995,8
Germany,Ursula Lohn,42,1995-06-07,1995,8
Brazil,Pretinha,7,1995-06-07,1995,7
Japan,Akemi Noda,13,1995-06-07,1995,7
Japan,Akemi Noda,45,1995-06-07,1995,7
United States of America,Tisha Venturini,22,1995-06-06,1995,6
United States of America,Tiffeny Milbrett,34,1995-06-06,1995,6
United States of America,Mia Hamm,51,1995-06-06,1995,6
China PR,Wang Liping,38,1995-06-06,1995,6
China PR,Wei Haiying,74,1995-06-06,1995,6
China PR,Sun Wen,79,1995-06-06,1995,6
England,Gillian Coultard,85,1995-06-06,1995,5
Canada,Helen Stoumbos,87,1995-06-06,1995,5
Canada,Geri Donnelly,90+1,1995-06-06,1995,5
Norway,Kristin Sandberg,30,1995-06-06,1995,4
Norway,Kristin Sandberg,44,1995-06-06,1995,4
Norway,Hege Riise,49,1995-06-06,1995,4
Norway,Ann Kristin Aarønes,60,1995-06-06,1995,4
Norway,Linda Medalen,67,1995-06-06,1995,4
Norway,Kristin Sandberg,82,1995-06-06,1995,4
Norway,Ann Kristin Aarønes,90,1995-06-06,1995,4
Denmark,Gitte Krogh,12,1995-06-06,1995,3
Denmark,Anne Dot Eggers Nielsen,25,1995-06-06,1995,3
Denmark,Helle Jensen,37,1995-06-06,1995,3
Denmark,Gitte Krogh,48,1995-06-06,1995,3
Denmark,Christina Hansen,86,1995-06-06,1995,3
Brazil,Roseli de Belo,37,1995-06-05,1995,2
Germany,Silvia Neid,23,1995-06-05,1995,1
United States of America,Michelle Akers,20,1991-11-30,1991,26
United States of America,Michelle Akers,78,1991-11-30,1991,26
Norway,Linda Medalen,29,1991-11-30,1991,26
Sweden,Anneli Andelén,7,1991-11-29,1991,25
Sweden,Pia Sundhage,11,1991-11-29,1991,25
Sweden,Lena Videkull,29,1991-11-29,1991,25
Sweden,Helen Nilsson,43,1991-11-29,1991,25
Sweden,Lena Videkull,6,1991-11-27,1991,24
Norway,Linda Medalen,41,1991-11-27,1991,24
Norway,Agnete Carlsen,67,1991-11-27,1991,24
Norway,Linda Medalen,77,1991-11-27,1991,24
United States of America,Carin Jennings-Gabarra,10,1991-11-27,1991,23
United States of America,Carin Jennings-Gabarra,22,1991-11-27,1991,23
United States of America,Carin Jennings-Gabarra,33,1991-11-27,1991,23
United States of America,April Heinrichs,54,1991-11-27,1991,23
United States of America,April Heinrichs,75,1991-11-27,1991,23
Germany,Heidi Mohr,34,1991-11-27,1991,23
Germany,Bettina Wiegmann,63,1991-11-27,1991,23
Germany,Heidi Mohr,98,1991-11-24,1991,22
United States of America,Michelle Akers,8,1991-11-24,1991,21
United States of America,Michelle Akers,29,1991-11-24,1991,21
United States of America,Michelle Akers,33,1991-11-24,1991,21
United States of America,Julie Foudy,38,1991-11-24,1991,21
United States of America,Michelle Akers,48,1991-11-24,1991,21
United States of America,Joy Fawcett,79,1991-11-24,1991,21
Norway,Birthe Hegstad,22,1991-11-24,1991,20
Norway,Agnete Carlsen,67,1991-11-24,1991,20
Italy,Raffaella Salmaso,31,1991-11-24,1991,20
Italy,Rita Guarino,80,1991-11-24,1991,20
Sweden,Pia Sundhage,3,1991-11-24,1991,19
United States of America,Michelle Akers,20,1991-11-21,1991,18
United States of America,Michelle Akers,37,1991-11-21,1991,18
United States of America,Wendy Gebauer,39,1991-11-21,1991,18
Sweden,Susanne Hedberg,56,1991-11-21,1991,17
China PR,Zhou Yang,20,1991-11-21,1991,16
China PR,Liu Ailing,22,1991-11-21,1991,16
China PR,Wu Weiying,24,1991-11-21,1991,16
China PR,Liu Ailing,60,1991-11-21,1991,16
New Zealand,Kim Nye,65,1991-11-21,1991,16
Chinese Taipei,Lin Mei-chun,38,1991-11-21,1991,15
Chinese Taipei,Chou Tai-ying,55,1991-11-21,1991,15
Norway,Linda Medalen,56,1991-11-21,1991,14
Germany,Heidi Mohr,67,1991-11-21,1991,13
Germany,Britta Unsleber,79,1991-11-21,1991,13
Norway,Linda Medalen,32,1991-11-19,1991,12
Norway,Linda Medalen,38,1991-11-19,1991,12
Norway,Hege Riise,49,1991-11-19,1991,12
Italy,Carolina Morace,68,1991-11-19,1991,11
Germany,Heidi Mohr,21,1991-11-19,1991,10
Germany,Heidi Mohr,50,1991-11-19,1991,10
United States of America,April Heinrichs,23,1991-11-19,1991,9
United States of America,April Heinrichs,35,1991-11-19,1991,9
United States of America,Carin Jennings-Gabarra,38,1991-11-19,1991,9
United States of America,Michelle Akers,39,1991-11-19,1991,9
United States of America,Mia Hamm,63,1991-11-19,1991,9
Sweden,Lena Videkull,1,1991-11-19,1991,8
Sweden,Lena Videkull,11,1991-11-19,1991,8
Sweden,Anneli Andelén,15,1991-11-19,1991,8
Sweden,Malin Lundgren,25,1991-11-19,1991,8
Sweden,Helen Nilsson,27,1991-11-19,1991,8
Sweden,Pia Sundhage,34,1991-11-19,1991,8
Sweden,Anneli Andelén,60,1991-11-19,1991,8
China PR,Sun Wen,37,1991-11-19,1991,7
China PR,Wei Haiying,76,1991-11-19,1991,7
Denmark,Lisbet Kolding,24,1991-11-19,1991,7
Denmark,Hanne Nissen,55,1991-11-19,1991,7
Germany,Silvia Neid,16,1991-11-17,1991,6
Germany,Heidi Mohr,32,1991-11-17,1991,6
Germany,Heidi Mohr,34,1991-11-17,1991,6
Germany,Gudrun Gottschlich,57,1991-11-17,1991,6
Brazil,Elane Rego dos Santos,4,1991-11-17,1991,5
Italy,Feriana Ferraguzzi,15,1991-11-17,1991,4
Italy,Adele Marsiletti,29,1991-11-17,1991,4
Italy,Carolina Morace,37,1991-11-17,1991,4
Italy,Carolina Morace,52,1991-11-17,1991,4
Italy,Carolina Morace,66,1991-11-17,1991,4
Sweden,Lena Videkull,65,1991-11-17,1991,3
Sweden,Ingrid Johansson,71,1991-11-17,1991,3
United States of America,Carin Jennings-Gabarra,40,1991-11-17,1991,3
United States of America,Carin Jennings-Gabarra,49,1991-11-17,1991,3
United States of America,Mia Hamm,62,1991-11-17,1991,3
Denmark,Helle Jensen,15,1991-11-17,1991,2
Denmark,Helle Jensen,40,1991-11-17,1991,2
Denmark,Susan Mackensie,42,1991-11-17,1991,2
China PR,Ma Li,22,1991-11-16,1991,1
China PR,Liu Ailing,45,1991-11-16,1991,1
China PR,Liu Ailing,50,1991-11-16,1991,1
China PR,Sun Qingmei,75,1991-11-16,1991,1
